0,"[{'value': 28.228403932033082, 'score': 2.4485995532529854}, {'value': 14.846691908081263, 'score': 2.4706975290421296}, {'value': 25.049880953301358, 'score': 2.4670954979432276}, {'value': 24.33100402963221, 'score': 2.4436633689280227}, {'value': 20.847569928745834, 'score': 2.4102991706825354}, {'value': 21.012304490344434, 'score': 2.4498363022578937}, {'value': 29.104425203951745, 'score': 2.4258600926548297}, {'value': 25.31980447542344, 'score': 2.387899034755679}, {'value': 17.27433505626247, 'score': 2.402225059507971}, {'value': 8.038629052118551, 'score': 2.426229364961451}, {'value': 11.960502964127498, 'score': 2.39460760152871}, {'value': 12.498148524894074, 'score': 2.4318014093550593}, {'value': 22.489451943073156, 'score': 2.3950023013635144}, {'value': 18.621613771749097, 'score': 2.4140556594027958}, {'value': 11.122110343330586, 'score': 2.3938470841069757}]"
0,"[{'value': 28.228403932033082, 'score': 2.4485995532529854}, {'value': 14.846691908081263, 'score': 2.4706975290421296}, {'value': 25.049880953301358, 'score': 2.4670954979432276}, {'value': 24.33100402963221, 'score': 2.4436633689280227}, {'value': 20.847569928745834, 'score': 2.4102991706825354}, {'value': 21.012304490344434, 'score': 2.4498363022578937}, {'value': 29.104425203951745, 'score': 2.4258600926548297}, {'value': 25.31980447542344, 'score': 2.387899034755679}, {'value': 17.27433505626247, 'score': 2.402225059507971}, {'value': 8.038629052118551, 'score': 2.426229364961451}, {'value': 11.960502964127498, 'score': 2.39460760152871}, {'value': 12.498148524894074, 'score': 2.4318014093550593}, {'value': 22.489451943073156, 'score': 2.3950023013635144}, {'value': 18.621613771749097, 'score': 2.4140556594027958}, {'value': 11.122110343330586, 'score': 2.3938470841069757}]"
0,"[{'value': 26.855318448857737, 'score': 2.4670954979432276}, {'value': 14.846691908081263, 'score': 2.402225059507971}, {'value': 25.049880953301358, 'score': 2.4258600926548297}, {'value': 24.33100402963221, 'score': 2.4436633689280227}, {'value': 20.847569928745834, 'score': 2.387899034755679}, {'value': 21.012304490344434, 'score': 2.426229364961451}, {'value': 29.104425203951745, 'score': 2.4485995532529854}, {'value': 25.31980447542344, 'score': 2.4102991706825354}, {'value': 17.27433505626247, 'score': 2.4498363022578937}, {'value': 8.038629052118551, 'score': 2.4706975290421296}, {'value': 11.960502964127498, 'score': 2.3950023013635144}, {'value': 12.498148524894074, 'score': 2.39460760152871}, {'value': 22.489451943073156, 'score': 2.4318014093550593}, {'value': 18.621613771749097, 'score': 2.3938470841069757}, {'value': 11.122110343330586, 'score': 2.4140556594027958}]"
0,"[{'value': 26.855318448857737, 'score': 2.4670954979432276}, {'value': 14.846691908081263, 'score': 2.402225059507971}, {'value': 25.049880953301358, 'score': 2.4258600926548297}, {'value': 24.33100402963221, 'score': 2.4436633689280227}, {'value': 20.847569928745834, 'score': 2.387899034755679}, {'value': 21.012304490344434, 'score': 2.426229364961451}, {'value': 29.104425203951745, 'score': 2.4485995532529854}, {'value': 25.31980447542344, 'score': 2.4102991706825354}, {'value': 17.27433505626247, 'score': 2.4498363022578937}, {'value': 8.038629052118551, 'score': 2.4706975290421296}, {'value': 11.960502964127498, 'score': 2.3950023013635144}, {'value': 12.498148524894074, 'score': 2.39460760152871}, {'value': 22.489451943073156, 'score': 2.4318014093550593}, {'value': 18.621613771749097, 'score': 2.3938470841069757}, {'value': 11.122110343330586, 'score': 2.4140556594027958}]"
0,"[{'value': 26.855318448857737, 'score': 2.4670954979432276}, {'value': 14.846691908081263, 'score': 2.402225059507971}, {'value': 25.049880953301358, 'score': 2.4258600926548297}, {'value': 24.33100402963221, 'score': 2.4436633689280227}, {'value': 20.847569928745834, 'score': 2.387899034755679}, {'value': 21.012304490344434, 'score': 2.426229364961451}, {'value': 29.104425203951745, 'score': 2.4485995532529854}, {'value': 25.31980447542344, 'score': 2.4102991706825354}, {'value': 17.27433505626247, 'score': 2.4498363022578937}, {'value': 8.038629052118551, 'score': 2.4706975290421296}, {'value': 11.960502964127498, 'score': 2.3950023013635144}, {'value': 12.498148524894074, 'score': 2.39460760152871}, {'value': 22.489451943073156, 'score': 2.4318014093550593}, {'value': 18.621613771749097, 'score': 2.3938470841069757}, {'value': 11.122110343330586, 'score': 2.4140556594027958}]"
0,"[{'value': 26.855318448857737, 'score': 2.4670954979432276}, {'value': 14.846691908081263, 'score': 2.402225059507971}, {'value': 25.049880953301358, 'score': 2.4258600926548297}, {'value': 26.54617549500957, 'score': 2.4436633689280227}, {'value': 20.847569928745834, 'score': 2.387899034755679}, {'value': 21.012304490344434, 'score': 2.426229364961451}, {'value': 29.104425203951745, 'score': 2.4485995532529854}, {'value': 25.31980447542344, 'score': 2.4102991706825354}, {'value': 17.27433505626247, 'score': 2.4498363022578937}, {'value': 8.038629052118551, 'score': 2.4706975290421296}, {'value': 11.960502964127498, 'score': 2.3950023013635144}, {'value': 12.498148524894074, 'score': 2.39460760152871}, {'value': 22.489451943073156, 'score': 2.4318014093550593}, {'value': 18.621613771749097, 'score': 2.3938470841069757}, {'value': 11.122110343330586, 'score': 2.4140556594027958}]"
0,"[{'value': 26.855318448857737, 'score': 2.4670954979432276}, {'value': 14.846691908081263, 'score': 2.402225059507971}, {'value': 25.049880953301358, 'score': 2.4258600926548297}, {'value': 26.54617549500957, 'score': 2.4436633689280227}, {'value': 20.847569928745834, 'score': 2.387899034755679}, {'value': 21.012304490344434, 'score': 2.426229364961451}, {'value': 29.104425203951745, 'score': 2.4485995532529854}, {'value': 25.31980447542344, 'score': 2.4102991706825354}, {'value': 17.27433505626247, 'score': 2.4498363022578937}, {'value': 8.038629052118551, 'score': 2.4706975290421296}, {'value': 11.960502964127498, 'score': 2.3950023013635144}, {'value': 12.498148524894074, 'score': 2.39460760152871}, {'value': 22.489451943073156, 'score': 2.4318014093550593}, {'value': 18.621613771749097, 'score': 2.3938470841069757}, {'value': 11.122110343330586, 'score': 2.4140556594027958}]"
0,"[{'value': 26.855318448857737, 'score': 2.4670954979432276}, {'value': 14.846691908081263, 'score': 2.402225059507971}, {'value': 25.049880953301358, 'score': 2.4258600926548297}, {'value': 26.54617549500957, 'score': 2.4436633689280227}, {'value': 20.847569928745834, 'score': 2.387899034755679}, {'value': 25.942524457957038, 'score': 2.426229364961451}, {'value': 29.104425203951745, 'score': 2.4485995532529854}, {'value': 25.31980447542344, 'score': 2.4102991706825354}, {'value': 17.27433505626247, 'score': 2.4498363022578937}, {'value': 8.038629052118551, 'score': 2.4706975290421296}, {'value': 11.960502964127498, 'score': 2.3950023013635144}, {'value': 12.498148524894074, 'score': 2.39460760152871}, {'value': 22.489451943073156, 'score': 2.4318014093550593}, {'value': 18.621613771749097, 'score': 2.3938470841069757}, {'value': 11.122110343330586, 'score': 2.4140556594027958}]"
0,"[{'value': 26.855318448857737, 'score': 2.4670954979432276}, {'value': 14.846691908081263, 'score': 2.402225059507971}, {'value': 25.049880953301358, 'score': 2.4258600926548297}, {'value': 26.54617549500957, 'score': 2.4436633689280227}, {'value': 20.847569928745834, 'score': 2.387899034755679}, {'value': 25.942524457957038, 'score': 2.426229364961451}, {'value': 27.164516269478725, 'score': 2.4485995532529854}, {'value': 25.31980447542344, 'score': 2.4102991706825354}, {'value': 17.27433505626247, 'score': 2.4498363022578937}, {'value': 8.038629052118551, 'score': 2.4706975290421296}, {'value': 11.960502964127498, 'score': 2.3950023013635144}, {'value': 12.498148524894074, 'score': 2.39460760152871}, {'value': 22.489451943073156, 'score': 2.4318014093550593}, {'value': 18.621613771749097, 'score': 2.3938470841069757}, {'value': 11.122110343330586, 'score': 2.4140556594027958}]"
0,"[{'value': 26.855318448857737, 'score': 2.4670954979432276}, {'value': 14.846691908081263, 'score': 2.402225059507971}, {'value': 25.049880953301358, 'score': 2.4258600926548297}, {'value': 26.54617549500957, 'score': 2.4436633689280227}, {'value': 20.847569928745834, 'score': 2.387899034755679}, {'value': 25.942524457957038, 'score': 2.426229364961451}, {'value': 27.164516269478725, 'score': 2.4485995532529854}, {'value': 25.31980447542344, 'score': 2.4102991706825354}, {'value': 17.27433505626247, 'score': 2.4498363022578937}, {'value': 8.038629052118551, 'score': 2.4706975290421296}, {'value': 11.960502964127498, 'score': 2.3950023013635144}, {'value': 12.498148524894074, 'score': 2.39460760152871}, {'value': 22.489451943073156, 'score': 2.4318014093550593}, {'value': 18.621613771749097, 'score': 2.3938470841069757}, {'value': 11.122110343330586, 'score': 2.4140556594027958}]"
0,"[{'value': 26.855318448857737, 'score': 2.4670954979432276}, {'value': 14.846691908081263, 'score': 2.402225059507971}, {'value': 25.049880953301358, 'score': 2.4258600926548297}, {'value': 26.54617549500957, 'score': 2.4436633689280227}, {'value': 20.847569928745834, 'score': 2.387899034755679}, {'value': 25.942524457957038, 'score': 2.426229364961451}, {'value': 27.164516269478725, 'score': 2.4485995532529854}, {'value': 25.31980447542344, 'score': 2.4102991706825354}, {'value': 23.022098209377194, 'score': 2.4498363022578937}, {'value': 8.038629052118551, 'score': 2.4706975290421296}, {'value': 11.960502964127498, 'score': 2.3950023013635144}, {'value': 12.498148524894074, 'score': 2.39460760152871}, {'value': 22.489451943073156, 'score': 2.4318014093550593}, {'value': 18.621613771749097, 'score': 2.3938470841069757}, {'value': 11.122110343330586, 'score': 2.4140556594027958}]"
0,"[{'value': 26.855318448857737, 'score': 2.4670954979432276}, {'value': 14.846691908081263, 'score': 2.402225059507971}, {'value': 25.049880953301358, 'score': 2.4258600926548297}, {'value': 26.54617549500957, 'score': 2.4436633689280227}, {'value': 20.847569928745834, 'score': 2.387899034755679}, {'value': 25.942524457957038, 'score': 2.426229364961451}, {'value': 27.164516269478725, 'score': 2.4485995532529854}, {'value': 25.31980447542344, 'score': 2.4102991706825354}, {'value': 23.022098209377194, 'score': 2.4498363022578937}, {'value': 10.480438875492657, 'score': 2.4706975290421296}, {'value': 11.960502964127498, 'score': 2.3950023013635144}, {'value': 12.498148524894074, 'score': 2.39460760152871}, {'value': 22.489451943073156, 'score': 2.4318014093550593}, {'value': 18.621613771749097, 'score': 2.3938470841069757}, {'value': 11.122110343330586, 'score': 2.4140556594027958}]"
0,"[{'value': 26.855318448857737, 'score': 2.4670954979432276}, {'value': 14.846691908081263, 'score': 2.402225059507971}, {'value': 25.049880953301358, 'score': 2.4258600926548297}, {'value': 26.54617549500957, 'score': 2.4436633689280227}, {'value': 20.847569928745834, 'score': 2.387899034755679}, {'value': 25.942524457957038, 'score': 2.426229364961451}, {'value': 27.164516269478725, 'score': 2.4485995532529854}, {'value': 25.31980447542344, 'score': 2.4102991706825354}, {'value': 23.022098209377194, 'score': 2.4498363022578937}, {'value': 10.480438875492657, 'score': 2.4706975290421296}, {'value': 11.960502964127498, 'score': 2.3950023013635144}, {'value': 12.498148524894074, 'score': 2.39460760152871}, {'value': 22.489451943073156, 'score': 2.4318014093550593}, {'value': 18.621613771749097, 'score': 2.3938470841069757}, {'value': 11.122110343330586, 'score': 2.4140556594027958}]"
0,"[{'value': 26.855318448857737, 'score': 2.4670954979432276}, {'value': 14.846691908081263, 'score': 2.402225059507971}, {'value': 25.049880953301358, 'score': 2.4258600926548297}, {'value': 26.54617549500957, 'score': 2.4436633689280227}, {'value': 20.847569928745834, 'score': 2.387899034755679}, {'value': 25.942524457957038, 'score': 2.426229364961451}, {'value': 27.164516269478725, 'score': 2.4485995532529854}, {'value': 25.31980447542344, 'score': 2.4102991706825354}, {'value': 23.022098209377194, 'score': 2.4498363022578937}, {'value': 10.480438875492657, 'score': 2.4706975290421296}, {'value': 11.960502964127498, 'score': 2.3950023013635144}, {'value': 12.498148524894074, 'score': 2.39460760152871}, {'value': 22.489451943073156, 'score': 2.4318014093550593}, {'value': 18.621613771749097, 'score': 2.3938470841069757}, {'value': 11.122110343330586, 'score': 2.4140556594027958}]"
0,"[{'value': 26.855318448857737, 'score': 2.4670954979432276}, {'value': 14.846691908081263, 'score': 2.402225059507971}, {'value': 25.049880953301358, 'score': 2.4258600926548297}, {'value': 26.54617549500957, 'score': 2.4436633689280227}, {'value': 20.847569928745834, 'score': 2.387899034755679}, {'value': 25.942524457957038, 'score': 2.426229364961451}, {'value': 27.164516269478725, 'score': 2.4485995532529854}, {'value': 25.31980447542344, 'score': 2.4102991706825354}, {'value': 23.022098209377194, 'score': 2.4498363022578937}, {'value': 10.480438875492657, 'score': 2.4706975290421296}, {'value': 11.960502964127498, 'score': 2.3950023013635144}, {'value': 12.498148524894074, 'score': 2.39460760152871}, {'value': 26.38740830658949, 'score': 2.4318014093550593}, {'value': 18.621613771749097, 'score': 2.3938470841069757}, {'value': 11.122110343330586, 'score': 2.4140556594027958}]"
0,"[{'value': 26.855318448857737, 'score': 2.4670954979432276}, {'value': 14.846691908081263, 'score': 2.402225059507971}, {'value': 25.049880953301358, 'score': 2.4258600926548297}, {'value': 26.54617549500957, 'score': 2.4436633689280227}, {'value': 20.847569928745834, 'score': 2.387899034755679}, {'value': 25.942524457957038, 'score': 2.426229364961451}, {'value': 27.164516269478725, 'score': 2.4485995532529854}, {'value': 25.31980447542344, 'score': 2.4102991706825354}, {'value': 23.022098209377194, 'score': 2.4498363022578937}, {'value': 10.480438875492657, 'score': 2.4706975290421296}, {'value': 11.960502964127498, 'score': 2.3950023013635144}, {'value': 12.498148524894074, 'score': 2.39460760152871}, {'value': 26.38740830658949, 'score': 2.4318014093550593}, {'value': 18.621613771749097, 'score': 2.3938470841069757}, {'value': 11.122110343330586, 'score': 2.4140556594027958}]"
0,"[{'value': 26.855318448857737, 'score': 2.4670954979432276}, {'value': 14.846691908081263, 'score': 2.402225059507971}, {'value': 25.049880953301358, 'score': 2.4258600926548297}, {'value': 26.54617549500957, 'score': 2.4436633689280227}, {'value': 20.847569928745834, 'score': 2.387899034755679}, {'value': 25.942524457957038, 'score': 2.426229364961451}, {'value': 27.164516269478725, 'score': 2.4485995532529854}, {'value': 25.31980447542344, 'score': 2.4102991706825354}, {'value': 23.022098209377194, 'score': 2.4498363022578937}, {'value': 10.480438875492657, 'score': 2.4706975290421296}, {'value': 11.960502964127498, 'score': 2.3950023013635144}, {'value': 12.498148524894074, 'score': 2.39460760152871}, {'value': 26.38740830658949, 'score': 2.4318014093550593}, {'value': 18.621613771749097, 'score': 2.3938470841069757}, {'value': 11.122110343330586, 'score': 2.4140556594027958}]"
0,"[{'value': 26.855318448857737, 'score': 2.402225059507971}, {'value': 14.846691908081263, 'score': 2.4609130684941234}, {'value': 25.049880953301358, 'score': 2.4597608196724545}, {'value': 26.54617549500957, 'score': 2.4548479596297}, {'value': 20.847569928745834, 'score': 2.4485995532529854}, {'value': 25.942524457957038, 'score': 2.4359576005189094}, {'value': 27.164516269478725, 'score': 2.4623102917704456}, {'value': 25.31980447542344, 'score': 2.4498363022578937}, {'value': 23.022098209377194, 'score': 2.4258600926548297}, {'value': 10.480438875492657, 'score': 2.391156454082599}, {'value': 11.960502964127498, 'score': 2.3950023013635144}, {'value': 12.498148524894074, 'score': 2.458095837953687}, {'value': 26.38740830658949, 'score': 2.39460760152871}, {'value': 18.621613771749097, 'score': 2.4140556594027958}, {'value': 11.122110343330586, 'score': 2.3938470841069757}]"
0,"[{'value': 26.855318448857737, 'score': 2.402225059507971}, {'value': 19.323243781013378, 'score': 2.4609130684941234}, {'value': 25.049880953301358, 'score': 2.4597608196724545}, {'value': 26.54617549500957, 'score': 2.4548479596297}, {'value': 20.847569928745834, 'score': 2.4485995532529854}, {'value': 25.942524457957038, 'score': 2.4359576005189094}, {'value': 27.164516269478725, 'score': 2.4623102917704456}, {'value': 25.31980447542344, 'score': 2.4498363022578937}, {'value': 23.022098209377194, 'score': 2.4258600926548297}, {'value': 10.480438875492657, 'score': 2.391156454082599}, {'value': 11.960502964127498, 'score': 2.3950023013635144}, {'value': 12.498148524894074, 'score': 2.458095837953687}, {'value': 26.38740830658949, 'score': 2.39460760152871}, {'value': 18.621613771749097, 'score': 2.4140556594027958}, {'value': 11.122110343330586, 'score': 2.3938470841069757}]"
0,"[{'value': 26.855318448857737, 'score': 2.402225059507971}, {'value': 19.323243781013378, 'score': 2.4609130684941234}, {'value': 28.0130472337943, 'score': 2.4597608196724545}, {'value': 26.54617549500957, 'score': 2.4548479596297}, {'value': 20.847569928745834, 'score': 2.4485995532529854}, {'value': 25.942524457957038, 'score': 2.4359576005189094}, {'value': 27.164516269478725, 'score': 2.4623102917704456}, {'value': 25.31980447542344, 'score': 2.4498363022578937}, {'value': 23.022098209377194, 'score': 2.4258600926548297}, {'value': 10.480438875492657, 'score': 2.391156454082599}, {'value': 11.960502964127498, 'score': 2.3950023013635144}, {'value': 12.498148524894074, 'score': 2.458095837953687}, {'value': 26.38740830658949, 'score': 2.39460760152871}, {'value': 18.621613771749097, 'score': 2.4140556594027958}, {'value': 11.122110343330586, 'score': 2.3938470841069757}]"
0,"[{'value': 26.855318448857737, 'score': 2.402225059507971}, {'value': 19.323243781013378, 'score': 2.4609130684941234}, {'value': 28.0130472337943, 'score': 2.4597608196724545}, {'value': 26.54617549500957, 'score': 2.4548479596297}, {'value': 20.847569928745834, 'score': 2.4485995532529854}, {'value': 25.942524457957038, 'score': 2.4359576005189094}, {'value': 27.164516269478725, 'score': 2.4623102917704456}, {'value': 25.31980447542344, 'score': 2.4498363022578937}, {'value': 23.022098209377194, 'score': 2.4258600926548297}, {'value': 10.480438875492657, 'score': 2.391156454082599}, {'value': 11.960502964127498, 'score': 2.3950023013635144}, {'value': 12.498148524894074, 'score': 2.458095837953687}, {'value': 26.38740830658949, 'score': 2.39460760152871}, {'value': 18.621613771749097, 'score': 2.4140556594027958}, {'value': 11.122110343330586, 'score': 2.3938470841069757}]"
0,"[{'value': 26.855318448857737, 'score': 2.402225059507971}, {'value': 19.323243781013378, 'score': 2.4609130684941234}, {'value': 28.0130472337943, 'score': 2.4597608196724545}, {'value': 26.54617549500957, 'score': 2.4548479596297}, {'value': 20.847569928745834, 'score': 2.4485995532529854}, {'value': 25.942524457957038, 'score': 2.4359576005189094}, {'value': 27.164516269478725, 'score': 2.4623102917704456}, {'value': 25.31980447542344, 'score': 2.4498363022578937}, {'value': 23.022098209377194, 'score': 2.4258600926548297}, {'value': 10.480438875492657, 'score': 2.391156454082599}, {'value': 11.960502964127498, 'score': 2.3950023013635144}, {'value': 12.498148524894074, 'score': 2.458095837953687}, {'value': 26.38740830658949, 'score': 2.39460760152871}, {'value': 18.621613771749097, 'score': 2.4140556594027958}, {'value': 11.122110343330586, 'score': 2.3938470841069757}]"
0,"[{'value': 26.855318448857737, 'score': 2.402225059507971}, {'value': 19.323243781013378, 'score': 2.4609130684941234}, {'value': 28.0130472337943, 'score': 2.4597608196724545}, {'value': 26.54617549500957, 'score': 2.4548479596297}, {'value': 20.847569928745834, 'score': 2.4485995532529854}, {'value': 25.942524457957038, 'score': 2.4359576005189094}, {'value': 27.164516269478725, 'score': 2.4623102917704456}, {'value': 25.31980447542344, 'score': 2.4498363022578937}, {'value': 23.022098209377194, 'score': 2.4258600926548297}, {'value': 10.480438875492657, 'score': 2.391156454082599}, {'value': 11.960502964127498, 'score': 2.3950023013635144}, {'value': 12.498148524894074, 'score': 2.458095837953687}, {'value': 26.38740830658949, 'score': 2.39460760152871}, {'value': 18.621613771749097, 'score': 2.4140556594027958}, {'value': 11.122110343330586, 'score': 2.3938470841069757}]"
